province,county,commune,genre,name,name_add,longitude,latitude
20,6,,,kolneński,powiat,21.9991336,53.3980909
20,7,2,2,Łomża,gmina wiejska,22.0590321,53.1781197
20,7,3,2,Miastkowo,gmina wiejska,21.817887,53.1385789
20,7,4,4,Nowogród,miasto,21.8790209,53.226552
20,7,4,5,Nowogród,obszar wiejski,21.8790209,53.226552
20,7,7,2,Śniadowo,gmina wiejska,21.9729135,53.0634706
20,7,8,2,Wizna,gmina wiejska,22.3821446,53.1944253
20,7,9,2,Zbójna,gmina wiejska,21.7575385,53.2406021
20,7,,,łomżyński,powiat,22.2444288,53.1688851
20,8,1,3,Goniądz,gmina miejsko-wiejska,22.735111,53.4897551
20,8,1,4,Goniądz,miasto,22.735111,53.4897551
20,8,1,5,Goniądz,obszar wiejski,22.735111,53.4897551
20,8,2,2,Jasionówka,gmina wiejska,23.0419387,53.3845167
20,8,3,2,Jaświły,gmina wiejska,22.9450197,53.5068977
20,8,4,3,Knyszyn,gmina miejsko-wiejska,22.9196898,53.3126826
20,8,4,4,Knyszyn,miasto,22.9196898,53.3126826
20,8,4,5,Knyszyn,obszar wiejski,22.9196898,53.3126826
20,8,5,2,Krypno,gmina wiejska,22.8791341,53.2858296
20,8,6,3,Mońki,gmina miejsko-wiejska,22.79712,53.40491
20,8,6,4,Mońki,miasto,22.79712,53.40491
20,8,6,5,Mońki,obszar wiejski,22.79712,53.40491
20,8,7,2,Trzcianne,gmina wiejska,22.6146652,53.2998646
20,9,1,1,Sejny,gmina miejska,23.3469,54.10809
20,9,3,2,Krasnopol,gmina wiejska,23.206557,54.1161771
20,9,4,2,Puńsk,gmina wiejska,23.1797382,54.251638
20,9,5,2,Sejny,gmina wiejska,23.3469,54.10809
20,10,1,1,Siemiatycze,gmina miejska,22.86373,52.42732
20,10,2,3,Drohiczyn,gmina miejsko-wiejska,22.6585778,52.4003253
20,10,2,4,Drohiczyn,miasto,22.6585778,52.4003253
20,10,2,5,Drohiczyn,obszar wiejski,22.6585778,52.4003253
20,10,3,2,Dziadkowice,gmina wiejska,22.9217263,52.5588274
20,10,4,2,Grodzisk,gmina wiejska,20.6350924,52.1044383
20,10,6,2,Milejczyce,gmina wiejska,23.1320839,52.5196136
20,10,8,2,Perlejewo,gmina wiejska,22.5559679,52.5765247
20,10,9,2,Siemiatycze,gmina wiejska,22.86373,52.42732
20,10,,,siemiatycki,powiat,22.9640433,52.4826091
20,11,1,3,Dąbrowa Białostocka,gmina miejsko-wiejska,23.3479763,53.653655
20,11,1,4,Dąbrowa Białostocka,miasto,23.3479763,53.653655
20,11,1,5,Dąbrowa Białostocka,obszar wiejski,23.3479763,53.653655
20,11,2,2,Janów,gmina wiejska,-95.618658,37.0354812
20,11,3,2,Korycin,gmina wiejska,23.1251676,53.4360068
20,11,4,3,Krynki,gmina miejsko-wiejska,23.7725,53.2639896
20,11,4,4,Krynki,miasto,23.7725,53.2639896
20,11,4,5,Krynki,obszar wiejski,23.7725,53.2639896
20,11,5,2,Kuźnica,gmina wiejska,18.5804453,54.7352753
20,11,6,2,Nowy Dwór,gmina wiejska,20.6925219,52.4465078
20,11,7,2,Sidra,gmina wiejska,23.4487883,53.5519734
20,11,8,3,Sokółka,gmina miejsko-wiejska,23.5030235,53.4061597
20,11,8,4,Sokółka,miasto,23.5030235,53.4061597
20,11,8,5,Sokółka,obszar wiejski,23.5030235,53.4061597
20,11,9,3,Suchowola,gmina miejsko-wiejska,23.1058028,53.5776262
20,11,9,4,Suchowola,miasto,23.1058028,53.5776262
20,11,9,5,Suchowola,obszar wiejski,23.1058028,53.5776262
20,11,10,2,Szudziałowo,gmina wiejska,23.6347653,53.2734047
20,12,1,2,Bakałarzewo,gmina wiejska,22.6519281,54.0935272
20,12,2,2,Filipów,gmina wiejska,22.6207739,54.1804047
20,12,3,2,Jeleniewo,gmina wiejska,22.9126128,54.2037847
20,12,4,2,Przerośl,gmina wiejska,22.6593392,54.2533084
20,12,6,2,Rutka-Tartak,gmina wiejska,22.9916912,54.3241867
20,12,7,2,Suwałki,gmina wiejska,22.9307881,54.1115218
20,12,8,2,Szypliszki,gmina wiejska,23.051221,54.2198852
20,12,9,2,Wiżajny,gmina wiejska,22.8686837,54.3632592
20,12,,,suwalski,powiat,22.9216482,54.0962169
20,13,1,1,Wysokie Mazowieckie,gmina miejska,22.51003,52.9148
20,13,2,3,Ciechanowiec,gmina miejsko-wiejska,22.4981661,52.6782617
20,13,2,4,Ciechanowiec,miasto,22.4981661,52.6782617
20,13,2,5,Ciechanowiec,obszar wiejski,22.4981661,52.6782617
20,13,3,3,Czyżew,gmina miejsko-wiejska,22.312295,52.7975103
20,13,3,4,Czyżew,miasto,22.312295,52.7975103
20,13,3,5,Czyżew,obszar wiejski,22.312295,52.7975103
20,13,4,2,Klukowo,gmina wiejska,22.5335863,52.761226
20,13,5,2,Kobylin-Borzymy,gmina wiejska,22.6350368,53.0687852
20,13,6,2,Kulesze Kościelne,gmina wiejska,22.5050787,53.01498
20,13,7,2,Nowe Piekuty,gmina wiejska,22.6884104,52.8769692
20,13,8,2,Sokoły,gmina wiejska,12.6598918,50.1745286
20,13,9,3,Szepietowo,gmina miejsko-wiejska,22.5438703,52.870314
20,13,9,4,Szepietowo,miasto,22.5438703,52.870314
20,13,9,5,Szepietowo,obszar wiejski,22.5438703,52.870314
20,13,10,2,Wysokie Mazowieckie,gmina wiejska,22.51003,52.9148
20,13,,,wysokomazowiecki,powiat,22.5450705,52.8379228
20,14,1,1,Zambrów,gmina miejska,22.2413857,52.9849941
20,14,2,2,Kołaki Kościelne,gmina wiejska,22.3807227,53.0288291
20,14,3,2,Rutki,gmina wiejska,20.7140417,53.5999412
20,14,4,2,Szumowo,gmina wiejska,22.1242745,52.8985534
20,14,5,2,Zambrów,gmina wiejska,22.2413857,52.9849941
20,14,,,zambrowski,powiat,22.2851817,53.0024585
20,61,1,1,Białystok,gmina miejska,23.1688403,53.1324886
20,61,,,Białystok,miasto na prawach powiatu,23.1688403,53.1324886
20,62,1,1,Łomża,gmina miejska,22.0590321,53.1781197
20,62,,,Łomża,miasto na prawach powiatu,22.0590321,53.1781197
20,63,1,1,Suwałki,gmina miejska,22.9307881,54.1115218
20,63,,,Suwałki,miasto na prawach powiatu,22.9307881,54.1115218
22,1,1,2,Borzytuchom,gmina wiejska,17.3614079,54.2116592
22,1,2,3,Bytów,gmina miejsko-wiejska,17.4916089,54.1706219
22,1,2,4,Bytów,miasto,17.4916089,54.1706219
22,1,2,5,Bytów,obszar wiejski,17.4916089,54.1706219
22,1,3,2,Czarna Dąbrówka,gmina wiejska,17.5518918,54.34101
22,1,4,2,Kołczygłowy,gmina wiejska,17.2312846,54.2388118
22,1,5,2,Lipnica,gmina wiejska,16.6984291,51.3125915
22,1,6,3,Miastko,gmina miejsko-wiejska,16.98265,54.0026
22,1,6,4,Miastko,miasto,16.98265,54.0026
22,1,6,5,Miastko,obszar wiejski,16.98265,54.0026
22,1,7,2,Parchowo,gmina wiejska,17.6512344,54.2020695
22,1,8,2,Studzienice,gmina wiejska,17.577063,54.0924525
22,1,9,2,Trzebielino,gmina wiejska,17.0865173,54.1993929
22,1,10,2,Tuchomie,gmina wiejska,17.3367473,54.1152557
22,2,1,1,Chojnice,gmina miejska,17.5569252,53.6944002
22,2,2,3,Brusy,gmina miejsko-wiejska,17.71915,53.88655
22,2,2,4,Brusy,miasto,17.71915,53.88655
22,2,2,5,Brusy,obszar wiejski,17.71915,53.88655
22,2,3,2,Chojnice,gmina wiejska,17.5569252,53.6944002
22,2,4,3,Czersk,gmina miejsko-wiejska,17.9763976,53.7950936
22,2,4,4,Czersk,miasto,17.9763976,53.7950936
22,2,4,5,Czersk,obszar wiejski,17.9763976,53.7950936
22,2,5,2,Konarzyny,gmina wiejska,18.089596,53.9665725
22,3,1,1,Człuchów,gmina miejska,17.359013,53.6671796
22,3,2,3,Czarne,gmina miejsko-wiejska,16.9383968,53.6840759
22,3,2,4,Czarne,miasto,16.9383968,53.6840759
22,3,2,5,Czarne,obszar wiejski,16.9383968,53.6840759
22,3,3,2,Człuchów,gmina wiejska,17.359013,53.6671796
22,3,4,3,Debrzno,gmina miejsko-wiejska,17.2364118,53.5380522
22,3,4,4,Debrzno,miasto,17.2364118,53.5380522
22,3,4,5,Debrzno,obszar wiejski,17.2364118,53.5380522
22,3,6,2,Przechlewo,gmina wiejska,17.2528972,53.8006292
22,3,7,2,Rzeczenica,gmina wiejska,17.1077021,53.7577169
22,4,1,1,Pruszcz Gdański,gmina miejska,18.6361725,54.2621505
22,4,3,2,Kolbudy,gmina wiejska,18.4775168,54.2774456
22,4,4,2,Pruszcz Gdański,gmina wiejska,18.6361725,54.2621505
22,4,5,2,Przywidz,gmina wiejska,18.3202769,54.1949744
22,4,6,2,Pszczółki,gmina wiejska,18.6995279,54.1713554
22,4,,,gdański,powiat,18.6466384,54.3520252
22,5,2,3,Kartuzy,gmina miejsko-wiejska,18.1972,54.3343
22,5,2,4,Kartuzy,miasto,18.1972,54.3343
22,5,2,5,Kartuzy,obszar wiejski,18.1972,54.3343
22,5,3,2,Przodkowo,gmina wiejska,18.2559087,54.3914983
22,5,4,2,Sierakowice,gmina wiejska,17.8948288,54.3483636
22,5,5,2,Somonino,gmina wiejska,18.1984681,54.2746723
22,5,6,2,Stężyca,gmina wiejska,17.9499311,54.2101124
22,5,7,2,Sulęczyno,gmina wiejska,17.7717438,54.2317091
22,5,8,3,Żukowo,gmina miejsko-wiejska,18.3650381,54.3420055
22,5,8,4,Żukowo,miasto,18.3650381,54.3420055
22,5,8,5,Żukowo,obszar wiejski,18.3650381,54.3420055
22,5,,,kartuski,powiat,18.1175348,54.3451554
22,6,1,1,Kościerzyna,gmina miejska,17.9812605,54.1222457
22,6,2,2,Dziemiany,gmina wiejska,17.7763729,54.0058465
22,6,3,2,Karsin,gmina wiejska,17.9238713,53.8961626
22,6,4,2,Kościerzyna,gmina wiejska,17.9812605,54.1222457
22,6,6,2,Lipusz,gmina wiejska,17.7835592,54.0984859
22,6,7,2,Nowa Karczma,gmina wiejska,18.1728263,54.1446018
22,6,8,2,Stara Kiszewa,gmina wiejska,18.1290817,54.0049387
22,6,,,kościerski,powiat,18.0203275,53.999309
22,7,1,1,Kwidzyn,gmina miejska,18.9323043,53.7263529
22,7,2,2,Gardeja,gmina wiejska,18.9465992,53.6108875
22,7,3,2,Kwidzyn,gmina wiejska,18.9323043,53.7263529
22,7,4,3,Prabuty,gmina miejsko-wiejska,19.2045339,53.7558642
22,7,4,4,Prabuty,miasto,19.2045339,53.7558642
22,7,4,5,Prabuty,obszar wiejski,19.2045339,53.7558642
22,7,6,2,Sadlinki,gmina wiejska,18.8692725,53.6620073
22,7,,,kwidzyński,powiat,19.0069879,53.7069237
22,8,1,1,Lębork,gmina miejska,17.7532511,54.544642
22,8,2,1,Łeba,gmina miejska,17.5563117,54.760117
22,8,4,2,Nowa Wieś Lęborska,gmina wiejska,17.6715048,54.5716392
22,8,,,lęborski,powiat,17.6445007,54.688957
22,9,1,1,Malbork,gmina miejska,19.0379763,54.0361319
22,9,3,2,Lichnowy,gmina wiejska,18.9063861,54.1068265
22,9,4,2,Malbork,gmina wiejska,19.0379763,54.0361319
22,9,6,2,Miłoradz,gmina wiejska,18.9182622,54.0139321
22,9,7,3,Nowy Staw,gmina miejsko-wiejska,19.00874,54.13607
22,9,7,4,Nowy Staw,miasto,19.00874,54.13607
22,9,7,5,Nowy Staw,obszar wiejski,19.00874,54.13607
22,9,8,2,Stare Pole,gmina wiejska,19.2011777,54.0542472
22,9,,,malborski,powiat,19.0336719,54.0860433
22,10,1,1,Krynica Morska,gmina miejska,19.4441406,54.3799913
22,10,2,3,Nowy Dwór Gdański,gmina miejsko-wiejska,19.11753,54.20801
22,10,2,4,Nowy Dwór Gdański,miasto,19.11753,54.20801
22,10,2,5,Nowy Dwór Gdański,obszar wiejski,19.11753,54.20801
22,10,3,2,Ostaszewo,gmina wiejska,18.9507118,54.2119078
22,10,4,2,Stegna,gmina wiejska,19.1123088,54.3263367
22,10,5,2,Sztutowo,gmina wiejska,19.1790706,54.3260845
22,10,,,nowodworski,powiat,20.6780861,52.4769443
22,11,1,1,Hel,gmina miejska,18.8007998,54.6083804
22,11,2,3,Jastarnia,gmina miejsko-wiejska,18.6788396,54.6957333
22,11,2,4,Jastarnia,miasto,18.6788396,54.6957333
22,11,2,5,Jastarnia,obszar wiejski,18.6788396,54.6957333
22,11,3,1,Puck,gmina miejska,18.4086339,54.7180477
22,11,4,3,Władysławowo,gmina miejsko-wiejska,18.403,54.79074
22,11,4,4,Władysławowo,miasto,18.403,54.79074
22,11,4,5,Władysławowo,obszar wiejski,18.403,54.79074
22,11,5,2,Kosakowo,gmina wiejska,18.4867829,54.5933251
22,11,7,2,Puck,gmina wiejska,18.4086339,54.7180477
22,11,,,pucki,powiat,18.2737787,54.7744489
22,12,1,1,Ustka,gmina miejska,16.861891,54.5805607
22,12,4,2,Główczyce,gmina wiejska,17.415,54.6099327
22,12,5,3,Kępice,gmina miejsko-wiejska,16.88967,54.24052
22,12,5,4,Kępice,miasto,16.88967,54.24052
22,12,5,5,Kępice,obszar wiejski,16.88967,54.24052
22,12,6,2,Kobylnica,gmina wiejska,16.9983888,54.4405652
22,12,7,2,Potęgowo,gmina wiejska,17.4609109,54.4674702
22,12,8,2,Słupsk,gmina wiejska,17.0284824,54.464148
22,12,9,2,Smołdzino,gmina wiejska,17.2498021,54.6795218
22,12,10,2,Ustka,gmina wiejska,16.861891,54.5805607
22,12,,,słupski,powiat,17.0284824,54.464148
22,13,1,3,Czarna Woda,gmina miejsko-wiejska,18.09998,53.84455
22,13,1,4,Czarna Woda,miasto,18.09998,53.84455
22,13,1,5,Czarna Woda,obszar wiejski,18.09998,53.84455
22,13,2,1,Skórcz,gmina miejska,18.5248959,53.7937151
22,13,3,1,Starogard Gdański,gmina miejska,18.5162736,53.965614
22,13,6,2,Lubichowo,gmina wiejska,18.3991666,53.8514527
22,13,7,2,Osieczna,gmina wiejska,16.6783382,51.9039882
22,13,8,2,Osiek,gmina wiejska,19.2641467,49.9496427
22,13,9,3,Skarszewy,gmina miejsko-wiejska,18.4442101,54.06907
22,13,9,4,Skarszewy,miasto,18.4442101,54.06907
22,13,9,5,Skarszewy,obszar wiejski,18.4442101,54.06907
22,13,10,2,Skórcz,gmina wiejska,18.5248959,53.7937151
22,13,11,2,Smętowo Graniczne,gmina wiejska,18.6465361,53.7430531
22,13,12,2,Starogard Gdański,gmina wiejska,18.5162736,53.965614
22,13,13,2,Zblewo,gmina wiejska,18.3177309,53.936
22,13,,,starogardzki,powiat,18.3428483,53.8589184
22,14,1,1,Tczew,gmina miejska,18.7773072,54.0919269
22,14,2,3,Gniew,gmina miejsko-wiejska,18.82249,53.83546
22,14,2,4,Gniew,miasto,18.82249,53.83546
22,14,2,5,Gniew,obszar wiejski,18.82249,53.83546
22,14,3,2,Morzeszczyn,gmina wiejska,18.6636599,53.8415277
22,14,4,3,Pelplin,gmina miejsko-wiejska,18.6979422,53.9283135
22,14,4,4,Pelplin,miasto,18.6979422,53.9283135
22,14,4,5,Pelplin,obszar wiejski,18.6979422,53.9283135
22,14,5,2,Subkowy,gmina wiejska,18.769656,54.001807
22,14,6,2,Tczew,gmina wiejska,18.7773072,54.0919269
22,15,1,1,Reda,gmina miejska,18.3471836,54.6053867
22,15,2,1,Rumia,gmina miejska,18.3878223,54.5707832
22,15,3,1,Wejherowo,gmina miejska,18.2330488,54.6003216
22,15,5,2,Gniewino,gmina wiejska,18.0111563,54.7168708
22,15,6,2,Linia,gmina wiejska,17.9347953,54.4514664
22,15,7,2,Luzino,gmina wiejska,18.1037551,54.5660207
22,15,9,2,Szemud,gmina wiejska,18.2487978,54.4832002
22,15,10,2,Wejherowo,gmina wiejska,18.2330488,54.6003216
22,15,,,wejherowski,powiat,18.2330488,54.6003216
22,16,1,3,Dzierzgoń,gmina miejsko-wiejska,19.34723,53.92148
22,16,1,4,Dzierzgoń,miasto,19.34723,53.92148
22,16,1,5,Dzierzgoń,obszar wiejski,19.34723,53.92148
22,16,2,2,Mikołajki Pomorskie,gmina wiejska,19.166646,53.8522152
22,16,3,2,Stary Dzierzgoń,gmina wiejska,19.4530283,53.8807878
22,16,5,3,Sztum,gmina miejsko-wiejska,19.0295929,53.9208518
22,16,5,4,Sztum,miasto,19.0295929,53.9208518
22,16,5,5,Sztum,obszar wiejski,19.0295929,53.9208518
22,61,1,1,Gdańsk,gmina miejska,18.6466384,54.3520252
22,61,,,Gdańsk,miasto na prawach powiatu,18.6466384,54.3520252
22,62,1,1,Gdynia,gmina miejska,18.5305409,54.5188898
22,62,,,Gdynia,miasto na prawach powiatu,18.5305409,54.5188898
22,63,1,1,Słupsk,gmina miejska,17.0284824,54.464148
22,63,,,Słupsk,miasto na prawach powiatu,17.0284824,54.464148
22,64,1,1,Sopot,gmina miejska,18.5600956,54.441581
22,64,,,Sopot,miasto na prawach powiatu,18.5600956,54.441581
22,,,,POMORSKIE,województwo,18.1531164,54.2944252
24,1,1,1,Będzin,gmina miejska,19.125412,50.3255999
24,1,2,1,Czeladź,gmina miejska,19.0704415,50.317273
24,1,3,1,Wojkowice,gmina miejska,19.03572,50.364569
24,1,4,2,Bobrowniki,gmina wiejska,18.9591994,52.7795731
24,1,5,2,Mierzęcice,gmina wiejska,19.1284378,50.4446475
24,1,6,2,Psary,gmina wiejska,19.1137896,50.3794553
24,1,7,3,Siewierz,gmina miejsko-wiejska,19.2302203,50.4665752
24,1,7,4,Siewierz,miasto,19.2302203,50.4665752
24,1,7,5,Siewierz,obszar wiejski,19.2302203,50.4665752
24,1,8,1,Sławków,gmina miejska,19.3880198,50.3045979
24,1,,,będziński,powiat,19.1132834,50.4140948
24,2,1,1,Szczyrk,gmina miejska,19.0235999,49.7150006
24,2,2,2,Bestwina,gmina wiejska,19.0554096,49.9009998
24,2,4,3,Czechowice-Dziedzice,gmina miejsko-wiejska,18.9917677,49.9016056
24,2,4,4,Czechowice-Dziedzice,miasto,18.9917677,49.9016056
24,2,4,5,Czechowice-Dziedzice,obszar wiejski,18.9917677,49.9016056
24,2,5,2,Jasienica,gmina wiejska,18.9222972,49.81212
24,2,6,2,Jaworze,gmina wiejska,18.9476275,49.7919321
24,2,7,2,Kozy,gmina wiejska,-96.789029,32.820766
24,2,8,2,Porąbka,gmina wiejska,19.2176348,49.8170828
24,2,9,3,Wilamowice,gmina miejsko-wiejska,19.1520875,49.9166289
24,2,9,4,Wilamowice,miasto,19.1520875,49.9166289
24,2,9,5,Wilamowice,obszar wiejski,19.1520875,49.9166289
24,2,10,2,Wilkowice,gmina wiejska,19.1167175,49.7631724
24,2,,,bielski,powiat,19.076211,49.9080843
24,3,1,1,Cieszyn,gmina miejska,18.6354709,49.7497638
24,3,2,1,Ustroń,gmina miejska,18.8120576,49.719657
24,3,3,1,Wisła,gmina miejska,18.867739,49.6473215
24,3,5,2,Chybie,gmina wiejska,18.8414567,49.9000179
24,3,6,2,Dębowiec,gmina wiejska,21.4604016,49.6827011
24,3,7,2,Goleszów,gmina wiejska,18.7364724,49.7350685
24,3,8,2,Hażlach,gmina wiejska,18.6369017,49.7967297
24,3,9,2,Istebna,gmina wiejska,18.8935173,49.563977
24,3,10,3,Skoczów,gmina miejsko-wiejska,18.790762,49.8031512
24,3,10,4,Skoczów,miasto,18.790762,49.8031512
24,3,10,5,Skoczów,obszar wiejski,18.790762,49.8031512
24,3,11,3,Strumień,gmina miejsko-wiejska,18.7639258,49.9168442
24,3,11,4,Strumień,miasto,18.7639258,49.9168442
24,3,11,5,Strumień,obszar wiejski,18.7639258,49.9168442
24,3,,,cieszyński,powiat,18.8311872,49.7374201
24,4,1,3,Blachownia,gmina miejsko-wiejska,18.96224,50.78505
24,4,1,4,Blachownia,miasto,18.96224,50.78505
24,4,1,5,Blachownia,obszar wiejski,18.96224,50.78505
24,4,2,2,Dąbrowa Zielona,gmina wiejska,19.558154,50.8543648
24,4,3,2,Janów,gmina wiejska,-95.618658,37.0354812
24,4,4,2,Kamienica Polska,gmina wiejska,19.1531883,50.6758725
24,4,5,2,Kłomnice,gmina wiejska,19.375871,50.8967201
24,4,6,3,Koniecpol,gmina miejsko-wiejska,19.68924,50.77414
24,4,6,4,Koniecpol,miasto,19.68924,50.77414
24,4,6,5,Koniecpol,obszar wiejski,19.68924,50.77414
24,4,7,2,Konopiska,gmina wiejska,18.9932796,50.7245067
24,4,8,2,Kruszyna,gmina wiejska,15.6339499,52.074196
24,4,9,2,Lelów,gmina wiejska,19.6252779,50.6835923
24,4,10,2,Mstów,gmina wiejska,19.3283072,50.8076486
24,4,11,2,Mykanów,gmina wiejska,19.1506637,50.9244259
24,4,12,2,Olsztyn,gmina wiejska,20.4801192,53.778422
24,4,13,2,Poczesna,gmina wiejska,19.1592786,50.7159774
24,4,,,częstochowski,powiat,19.1203094,50.8118195
24,5,1,1,Knurów,gmina miejska,18.6706469,50.2219315
24,5,2,1,Pyskowice,gmina miejska,18.6346378,50.3955793
24,5,3,2,Gierałtowice,gmina wiejska,18.7452459,50.2301286
24,5,4,2,Pilchowice,gmina wiejska,18.584265,50.2035399
24,5,5,2,Rudziniec,gmina wiejska,18.460875,50.3946477
24,5,6,3,Sośnicowice,gmina miejsko-wiejska,18.5286275,50.2718641
24,5,6,4,Sośnicowice,miasto,18.5286275,50.2718641
24,5,6,5,Sośnicowice,obszar wiejski,18.5286275,50.2718641
24,5,7,3,Toszek,gmina miejsko-wiejska,18.522454,50.4542102
24,5,7,4,Toszek,miasto,18.522454,50.4542102
24,5,7,5,Toszek,obszar wiejski,18.522454,50.4542102
24,6,1,3,Kłobuck,gmina miejsko-wiejska,18.9367931,50.9009168
24,6,1,4,Kłobuck,miasto,18.9367931,50.9009168
24,6,1,5,Kłobuck,obszar wiejski,18.9367931,50.9009168
24,6,2,3,Krzepice,gmina miejsko-wiejska,18.7293002,50.969668
24,6,2,4,Krzepice,miasto,18.7293002,50.969668
24,6,2,5,Krzepice,obszar wiejski,18.7293002,50.969668
24,6,4,2,Miedźno,gmina wiejska,19.0032418,50.9926165
24,6,5,2,Opatów,gmina wiejska,21.427194,50.8018537
24,6,7,2,Popów,gmina wiejska,18.9216086,51.038784
24,6,8,2,Przystajń,gmina wiejska,18.6862825,50.8404486
24,6,9,2,Wręczyca Wielka,gmina wiejska,18.8368095,50.8477509
24,6,,,kłobucki,powiat,18.8752116,50.9492568
24,7,1,1,Lubliniec,gmina miejska,18.6846192,50.6687353
24,7,3,2,Ciasna,gmina wiejska,18.6095519,50.7992779
24,7,4,2,Herby,gmina wiejska,18.8783173,50.7478709
24,7,5,2,Kochanowice,gmina wiejska,18.7351952,50.7246691
24,7,6,2,Koszęcin,gmina wiejska,18.8409208,50.6377774
24,7,7,2,Pawonków,gmina wiejska,18.5876821,50.6738375
24,7,8,3,Woźniki,gmina miejsko-wiejska,19.0601901,50.58846
24,7,8,4,Woźniki,miasto,19.0601901,50.58846
24,7,8,5,Woźniki,obszar wiejski,19.0601901,50.58846
24,7,,,lubliniecki,powiat,18.8295757,50.6981811
24,8,1,1,Łaziska Górne,gmina miejska,18.8402799,50.1494
24,8,2,1,Mikołów,gmina miejska,18.9038037,50.1790184
24,8,3,1,Orzesze,gmina miejska,18.7756856,50.1437776
24,8,4,2,Ornontowice,gmina wiejska,18.751126,50.1811451
24,8,5,2,Wyry,gmina wiejska,18.8939979,50.1359053
24,8,,,mikołowski,powiat,18.8118364,50.1656588
24,9,1,1,Myszków,gmina miejska,19.3144637,50.5706845
24,9,2,5,Koziegłowy,obszar wiejski,19.16304,50.59991
24,9,3,2,Niegowa,gmina wiejska,19.4774233,50.6524723
24,9,4,2,Poraj,gmina wiejska,19.2399064,50.6610707
24,9,5,3,Żarki,gmina miejsko-wiejska,19.3633201,50.62508
24,9,5,4,Żarki,miasto,19.3633201,50.62508
24,9,5,5,Żarki,obszar wiejski,19.3633201,50.62508
24,10,1,2,Goczałkowice-Zdrój,gmina wiejska,18.9723705,49.9470778
24,10,2,2,Kobiór,gmina wiejska,18.9345288,50.0624368
24,10,3,2,Miedźna,gmina wiejska,19.0804172,49.9818075
24,10,4,2,Pawłowice,gmina wiejska,18.7160882,49.9581835
24,10,5,3,Pszczyna,gmina miejsko-wiejska,18.9477092,49.9857805
24,10,5,4,Pszczyna,miasto,18.9477092,49.9857805
24,10,5,5,Pszczyna,obszar wiejski,18.9477092,49.9857805
24,10,6,2,Suszec,gmina wiejska,18.7912689,50.029463
24,10,,,pszczyński,powiat,18.9477092,49.9857805
24,11,1,1,Racibórz,gmina miejska,18.2199166,50.0915234
24,11,2,2,Kornowac,gmina wiejska,18.3139861,50.0722914
24,11,3,3,Krzanowice,gmina miejsko-wiejska,18.1228624,50.0194143
24,11,3,4,Krzanowice,miasto,18.1228624,50.0194143
24,11,3,5,Krzanowice,obszar wiejski,18.1228624,50.0194143
24,11,4,2,Krzyżanowice,gmina wiejska,18.2382033,49.994364
24,11,5,3,Kuźnia Raciborska,gmina miejsko-wiejska,18.31153,50.20009
24,11,5,4,Kuźnia Raciborska,miasto,18.31153,50.20009
24,11,5,5,Kuźnia Raciborska,obszar wiejski,18.31153,50.20009
24,11,6,2,Nędza,gmina wiejska,18.3108467,50.160732
24,11,7,2,Pietrowice Wielkie,gmina wiejska,18.0915378,50.1029786
24,11,8,2,Rudnik,gmina wiejska,20.5047379,44.1386792
24,11,,,raciborski,powiat,18.1814454,50.1203652
24,12,1,3,Czerwionka-Leszczyny,gmina miejsko-wiejska,18.6774678,50.1489305
24,12,1,4,Czerwionka-Leszczyny,miasto,18.6774678,50.1489305
24,12,1,5,Czerwionka-Leszczyny,obszar wiejski,18.6774678,50.1489305
24,12,2,2,Gaszowice,gmina wiejska,18.4247715,50.0967077
24,12,3,2,Jejkowice,gmina wiejska,18.4718486,50.1022746
24,12,4,2,Lyski,gmina wiejska,18.3887413,50.1132434
24,12,5,2,Świerklany,gmina wiejska,18.5686935,50.0304828
24,12,,,rybnicki,powiat,18.5396599,50.1150463
24,13,1,1,Kalety,gmina miejska,18.88256,50.56501
24,13,2,1,Miasteczko Śląskie,gmina miejska,18.9394888,50.5018744
24,13,3,1,Radzionków,gmina miejska,18.9017625,50.3998141
24,13,4,1,Tarnowskie Góry,gmina miejska,18.8460247,50.4359468
24,13,6,2,Ożarowice,gmina wiejska,19.0428325,50.4614333
24,13,7,2,Świerklaniec,gmina wiejska,18.9462071,50.4359088
24,13,8,2,Tworóg,gmina wiejska,18.7382152,50.5201113
24,13,9,2,Zbrosławice,gmina wiejska,18.7539867,50.4157082
24,13,,,tarnogórski,powiat,18.8263957,50.4625163
24,14,1,1,Bieruń,gmina miejska,19.09291,50.08999
24,14,2,1,Imielin,gmina miejska,19.1860157,50.145287
24,14,3,1,Lędziny,gmina miejska,19.1310539,50.1425364
24,14,5,2,Chełm Śląski,gmina wiejska,19.1951444,50.1072136
24,15,2,1,Radlin,gmina miejska,18.4768769,50.0491414
24,15,3,1,Rydułtowy,gmina miejska,18.4173821,50.057879
24,15,6,2,Gorzyce,gmina wiejska,21.8403116,50.6669191
24,15,8,2,Marklowice,gmina wiejska,18.5192901,50.0165301
24,15,9,2,Mszana,gmina wiejska,18.5272387,49.9692585
24,15,,,wodzisławski,powiat,18.4693241,49.9884454
24,16,2,1,Zawiercie,gmina miejska,19.4166258,50.487743
24,16,4,2,Kroczyce,gmina wiejska,19.5697659,50.5664031
24,16,6,4,Ogrodzieniec,miasto,19.5520942,50.4531127
24,16,6,5,Ogrodzieniec,obszar wiejski,19.5520942,50.4531127
24,16,7,3,Pilica,gmina miejsko-wiejska,20.4879656,51.143337
